dp_id	english	marathi	devhali_bhili	src_datapoint_id
8598099361b8464283133a3c41aeecee	community farming	सामुदायिक शेती	सामुहीक खेती	cce6b6afd8354dceb998ebae9c971c47
add99d2a27b4478f8ddef337050efdb0	bio-intensive gardening	जैव-केंद्रित बागकाम	जैव-सघन बागकाम	1cc028391a824bf996f05c5041d722d9
5c69ec3f25ef473286b4037138b1387b	bibba	बिबवा	बिब्बा	1bdf4f849ad149119a3ea2101123cee8
c039c6f6cf9f4dcebc184871fc5b7c86	cold stress in plants	वनस्पतीतील थंडीचा ताण	वनस्पतींमने शीत ताण	cb18d344eeb74e01a31d93ac84120e20
780988c3a0554607ae6826e0b4a89097	bhatt	कमळफुल	भट्ट	ca790da5b3d0484aa41dfeabde17172c
1c55453edad04b07afc026f625b9e74f	contour farming	समोच्च शेती	समोतल खेती	e7a9675f017b4a9eabbff366c319c495
49341432955c4f8083da5af523f16a3c	biodegradable plastic	जैवविघटनशील प्लास्टिक	जैवविघटनशील प्लास्टिक	cf4136e8413146dc9099cb8f4999cfed
713d1f143e82469ab275fd32e40e1aa2	bio-control agents	जैव नियंत्रण घटक	जैविक नियंत्रण घटक	28482409009e49528477abb399657fd8
fc4e367cc6ac47ffbb266afec82e9845	bioaccumulation	जैव साठवण	जैव संचय	37b673bcc33b41dca0da5a45afc7e7d7
284f9664554a4ea6aa4e9e416e57f3d1	bio-control agent	जैविक नियंत्रण घटक	जैविक नियंत्रण घटक	5d5b72b7e6454855b65b9337e6792e13
5499b2c125e4417b8f2439a2e1be51cb	composting techniques	सेंद्रिय खत तंत्रज्ञान	कंपोस्टिंग तंत्र	27640d15f8bd4d0e8c2c3daf9ec91ffc
bbd7cc9c017e402e9b6e575e82d2f2ee	commodity handling	वस्तू हाताळणी	माल हाताळणी	bd235594a065418da25ac662c92c1528
3ae342201f4245f9a99f73c08adb63ce	conservation tillage practices	संवर्धन नांगरणी पद्धती	संरक्षण मशागत पद्धती	040c6eada55f47a3a607c6a3155c15d3
5370d4635458485abf4777a6baaf41bf	contour farming	समतल शेती	समोतल खेती	b159c21e470047c1969a3add2441e6f3
40643896a1884edab8005988eb3f4fa3	cold wave damage	थंडीच्या लाटेमुळे नुकसान	हियाला नुकसान	457369e144004a758c381dc415a7c7bb
b0ab73bcd9cb48c3a981f8ccf4bd546a	composting process	खत तयार करण्याची प्रक्रिया	कंपोस्टिंग प्रक्रिया	3a133e3f499640a8b54ba689530ca660
c80d141dbbc648e3ac30ef9163c99c25	bio-pesticide residual analysis	जैव कीटकनाशक अवशेष विश्लेषण	जैव कीडनाशक अवशेष विश्लेषण	aca06e94f83341d8a24813608ca69350
f6ae16216af24748877d192dafa7984f	irrigation water use	सिंचनासाठी पाण्याचा वापर	सिंचना खातोर पाणी वापर	4cc45baa99b045b393e885722ea184ea
cce17e3541314609ac849c34bb0ce6e1	irrigation canal	सिंचन कालवा	नेर	9493c16efd2a4ac69cc970a5ee55a242
234085fe8eec4c84952a9c9ce53ec5c3	genetic resistance	आनुवंशिक प्रतिरोध	आनुवंशिक प्रतिकार	5672904b927f4e82aea829b08f055440
f7652b227b3b46b1a2b7b57921ef7efd	irrigation	सिंचन	पाय देवनु	c431873d8a6a41d983cfebbd8ddb6768
1d67a8623b894ec3b1f93ab9704ef850	label instructions	लेबलवरील सूचना	लेबल सूचना	54431e2a9ee14b028dec23beec66a5ea
90c327746a0b4cb7a8f7ae255ec1a33f	irrigation methods	सिंचन पद्धती	सिंचन पद्धती	74a615ca95f7430bbb55b20ed0bf0c38
9faaa7bb69d24fefa4571e7d3f4be098	irrigation audit	पाण्याचे सर्वसमावेशक मुल्यांकन	सिंचन लेखा परीक्षण	ade54e19051f43939e8fae025f2a8e11
8099e52dfc0b40138580006df66baa27	ivy gourd fruit fly	तोंडली फळ माशी	कोला फळमाशी	e2d260dc7a794478a57ab1d94c81faeb
2bdb38e616c444859d4af0ebba482a56	germination energy	अंकुरण ऊर्जा	उगवण शक्ती	0996adf4344d4baaa26dae1d0419872b
a6aae14db139411c9ac15ec3dd8e5e9b	genetic modification in crops	जनुकीय सुधारित पीके	पिकाम जनुकीय बदल	009817c01a15473e9d283a1fd6b0c2ad
dcf22cb8f9264729a49b4fca80afe10b	interseeded crop	नगदी पिकाच्या ओळींमध्ये लागवड केलेले आच्छादन पीक	आंतरमिश्रित पीक	d82a8399d1fb4317bed97e659e2b5c6f
36ca9fed86874e1eb97933fc77a50a0f	irrigation nozzle	सिंचन नोझल	सिंचन नोझल	e85a854adfe0475db7234f6cb458f10c
7b2d3af479bf47c8bfe5a1a3ecfa1856	interveinal chlorosis	शिरांमधील पिवळसरपणा	अंत:शिराजन्य हरितपर्णता	01d1649bd27f4d60bd3f20cdb60d3f3e
bd8cf69e07ff49f285c00904e328143f	iron chlorosis	पंडूरोग	लोह कमी वेहे	f94d0480f06f4208ae001549c7434712
4f7cbd23b65d49f8a157431c738e3468	iron chlorosis	लोहाची कमतरता (पानांचा पिवळेपणा)	लोह कमी वेहे	29cea13456754763a82215d182db0650
f1ac3552752f44c79a112e6e2b0b1bcb	knol-khol bacterial spot	नवलकोलवरील जीवाणूजन्य ठिपके	नोल-खोल जिवाणू ठिपके	e5b7a5abbc3347d1b0e706bf92ead94d
bb4ef10229d344b48b0b41380710fef6	irrigation system maintenance	सिंचन प्रणाली देखभाल	सिंचन प्रणाली देखभाल	ad74f816ba384e71a82fe8f17781806d
26711acf0be0464692601187d3d87fee	kodo millet	कोद्रा बाजरी	कोदरा	7d2c00c4f9a548c1b8e5a5bf7ad7a9c1
ce32e36975944002a8a2b0b38b1519f6	genetically modified seeds	आनुवंशिकदृष्ट्या सुधारित बियाणे	जनुकीय बदल केलो बियारो	9fa4a7aa628548158c899abe7e23427d
be668804ae4a4014b530176156e22f7c	kole roga (nut fall)	कोळेरोग (सुपारीची गळ)	कोले रोग	c208b5c8ae364bb88a705422014b456f
af1bbe4f8daf4ef9997b4662f895cf22	geospatial technology	भू-स्थानिक तंत्रज्ञान	भू-स्थानिक तंत्रज्ञान	a900b3337cb2491bb77e512f2cf16f0b
2799114d6f874e8b922600edd8e1bf72	genomic selection	जनुकीय निवड	जनोमिक निवड	ce313b5833a24482a645ac01bed63194
6674abc27f1d4edda7186601256eb6e6	genebank	जनुकीय बँक	जीन बँक	90c6fe1e7ded4bbda58400477ff713fe
164439dbf25648b49e9035257f549948	irrigation water management	सिंचन पाणी व्यवस्थापन	सिंचन पांय व्यवस्थापन	9e2ccb14b0b64987ad76ba6a7e35a647
d1313217023349f88cc6835ab9e1ac96	kazra	कजरा	काझरा	524f9cdc14eb4bd2b317ff262ed3808e
f97ebd999b814438a689b2de60587197	kerosene emulsion	रॉकेल मिश्रण	मिटटी तेल	d549e5ac0c9c4a2e90c5ada41748b681
39a44ad75cc049e3be2cb9efaf04d296	genetic erosion	जनुकीय ऱ्हास	आनुवंशिक धूप	4d1316869f564a16b233ae03b022e400
7b9a3a96509849d0a52ef8a20a46bc5d	irrigation systems design	सिंचन प्रणाली डिझाइन	सिंचन प्रणाली रचना	adbac959e30c4458bdd6dd346357f682
5a16afb22ac54206a45dcfd9cf204abb	jute bags	तागाची पोती	तागा पिशव्या	113f6f7228574d9481568b64b2296a2a
a06c98c008e345a4bdb3a600299d6273	ipm (integrated pest management)	आयपीएम (एकात्मिक कीड व्यवस्थापन)	आय. पी. एम.	b151437c8ddf488a935be2c4e964d2bf
f77925a19880413385965dfa847ac80e	kardi	कर्दी	करडी	f9c36a39657440e1afb9daa84469e14d
6619d568c2404d93af8a45fbbfa86b7d	iwm (integrated weed management)	आयडब्ल्यूएम (एकात्मिक तण व्यवस्थापन)	आय. डब्ल्यू. एम.	ca538e6874fc44b6abc269d52ff0621f
23ab8638d5da4b3f839f1ae9250d8e16	iron deficiency	लोहाची कमतरता	लोहा कमी	eb9c8fe263f7481daad54564b2294b16
a96f8af18bfc4ed3a0c9a4f2282fa709	genetic resources	आनुवंशिक संसाधने	आनुवंशिक साधन	39bcf9f5629b417b9a2ea61f770cfb06
1e922096a59e4ad2a0955c2f2771723f	irrigation scheduling	सिंचन वेळापत्रक	सिंचन वेळापत्रक	2aa2453dadab44f8a03fb97d63eda47b
baa0459a72fa4a62b5ad5b18ca67d6a5	iso certification	आंतरराष्ट्रीय मानकीकरण संस्था प्रमाणिकरण	आय.एस.ओ. प्रमाणपत्र	17229b2124684a28ac10de6639e40c1c
1d0dfee37c0e466d92110303f575b89c	jackfruit dieback	फणसाचे शेंडेमर	फणसांहा कातरणी	b270d68d5d974c4c84ba73ba822ba97f
3672f2047f7c4266b872e393e93c4318	kadamb	कदंब	कदंब	48f0745915634352af4323c5bb297e58
a6648bd33a564c05bd42e8369e6b38b4	kiwifruit; chinese gooseberry; woody vine	किवी	किवीफ्रुट, चिनी आवला, लाकडी वेल	f145886cbe694c8289f75cde7da9a76c
51079b22a2a04987ac248de7f212e8e2	intervening crop	मध्यवर्ती पीक	मिरची	46e0725ed4e94e72938890e7082e6b01
1c9ae428fe8a4c0ca173e04320b3a9c8	jamun fruit fly	जांभूळ फळ माशी	जांबु फळ माखी	0f704ee7c0c84561a0630c6ccbf42871
9bdd6fe8cf4f4a8480f8b97c4b7a7e96	irrigation efficiency techniques	सिंचन कार्यक्षमता तंत्र	सिंचन कार्यक्षमता तंत्र	9a75bff5975d488a92bb433d6277d028
a4358b131b874bfbb6a3e8bc57965bdc	invasive pest species	आक्रमक कीटक प्रजाती	आक्रमक किडी जाती	4528c5b9c3874f5883627df0bfd04678
aa0cede2066b4963a3be4a013dddd889	geographic information system (gis)	भौगोलिक माहिती प्रणाली (जीआयएस)	भौगोलिक माहिती प्रणाली	d40c55912deb4f9a8b025b5152723949
ea2ee95c06594d5e98a51dcc7a5508d0	irrigation pump	सिंचन पंप	सिंचन पंप	9321b82ab18a4e288898cb2cb67700db
a6fb2025fc4447f1aa261b1ea3c9b39d	irrigation efficiency	सिंचन कार्यक्षमता	सिंचन कार्यक्षमता	63a9366b49944501b435a1ee579237cb
c23a890b36c144ac8b241a55bfe457eb	invasive species management	आक्रमक प्रजातींचे व्यवस्थापन	आक्रमक प्रजाती व्यवस्थापन	30e16938509c4afcba3f81d084282933
54ae6167f6ef4b3ba4a1ce6fa85953ed	irrigation interval	सिंचन अंतर	पाय देवनु अंतर	ca856105c26a4481a4d35f8078942cd0
b72be97130d444deb6b199e705f6e2a7	jointing stage	संयुक्त स्थिती	जोडनू टप्पा	0ff3b1b9f2a64fa7a7a92dd4beed17b3
46853e6212d849c9bd28b63437ad2893	genetically modified crops	जनुकीय सुधारित पिके	जनुकीय बदल केएलो पिक	613dd9ce9de2420b95a45049c51373d5
9f9a767f27f04afa816312b6aed733db	iron chlorosis	लोह कमतरतेमुळे होणारा पिवळेपणा	लोह कमी वेहे	7c9be0c77e6c4c11be9d3f37b539da30
c7d033575f114c34ae604fc5c283b411	ion exchange in soil	मातीमधील आयन विनिमय	जमिनीम आयन विनिमय	f716cb4803004d098cb26217951b17a8
c9873c714794491a9be13eb1f39ac1fd	genotype	जनुकिय रचना	जीनोटाइप	b9b5ac03e1b64e2e9123868b71ffbccc
18324486b27247b3b0e721e8a8ca0fbd	iron wood	अंजन	लोखंडा लाकूड	d13f6be4c7304b2f92d547add6e099dc
cc017ffdfb2a4c9cbbf6f63c088ec9b1	genetic bottleneck	आनुवंशिक संकुचन	आनुवंशिक अडथळा	164ec1737fe84c6d961dc1ff8f4148a8
f4c0748b85f2462aa5a2371b8cc837e5	jafra / annatto	शेंद्री	जाफ्रा	8905bfa653f843d6a0850efa8a2aa44f
98ed1c478d004beb806b93f8dea668d6	irrigation management	सिंचन व्यवस्थापन	सिंचन व्यवस्थापन	545fd512685e49b396d8d84a0bfcb861
7e7f9d8234fd40d6b261b1764e52b24b	genetically modified crop	अनुवांशिकरित्या सुधारित पीक	जनुकीय बदल केलो पिक	fcb2cf13e75648c2ba738029cdf75ab3
dfd6ff6aab6541629964f164ee2d570b	genetic engineering	अनुवांशिक अभियांत्रिकी	जनुकीय अभियांत्रिकी	a81f3bca22474c398aa4abf5e0c96289
f10a2d799fec468292972648a0420a00	irrigation system	सिंचन प्रणाली	सिंचन प्रणाली	d44c4408572c4b30926bf94560f48534
bc38da2648bf475dbba80e9cb835b3fa	irrigation technologies	सिंचन तंत्रज्ञान	सिंचन तंत्रज्ञान	86343b62f8d24181be0f7295f97d75ab
530c4f566de542259cfc260efd5ea7a1	isolation distance	वेगळेपण अंतर	अलग केनू अंतर	538ce34c71fd4be3acc20e32aa7a1f8f
7dc481e093c349bda8c930ce2dae47d3	jackfruit borer	फणस पोखरणारी अळी	फणस पोखरणारी ओली	1533b8df1e4241bb88eb539e1d6b7b2e
5e5ac2db68864d24ac14ae30f340ea49	irrigation system design	सिंचन प्रणाली रचना	सिंचन प्रणाली रचना	29b2d424aadd4790a89f1d0ed4c3ae07
9b37cbba0ab544b9971216ccc58252c8	irrigation head	सिंचन प्रमुख	सिंचन केंद्र	d8d5f56c9fb9429e82bd22882705497d
24b717a5e6d34462962b22d291bd49de	krishi darshan	कृषी दर्शन कार्यक्रम	कृषी दर्शन	40fa05408c1d485b8ef1fe291c732330
9ca905ac054944ab90f3ff3ecd61109e	kokum	कोकम	कोकम	83a79c46bc8f4ba9a52ff2beb9ff2561
e04351023ed842cdb7960398ab92a30a	interplanting	आंतरपीक लागवड	आंतरमशागत	39f0c730607c4d5e897c046620656adb
b7091f9dca0a452b89ed3c1c6e4b1e77	genetic purity	आनुवंशिक शुद्धता	आनुवंशिक शुद्धता	87fa87f973484d7eab0d988b84c2bf79
4d8fe071c73c42d580b99234973a7dab	jamun leaf spot	जांभुळ पानावरील ठिपके	जांबु पानावेने टिपके	fe82776ea0ae4c3287dcd63f5af76264
3633fc0c240d498497f966f9fdf31d41	genetic modification	आनुवंशिक बदल	आनुवंशिक बदल	ea4753cb425343ba8faee008e362f217
7b63ce64f0724bb294fec7e65481d03d	isabgol	इसाबगुल	इसाबगुल	d31c26afb16049eea516ac826a6b55bb
10fbd4ae0c594097b9dc7832c236ab6b	genotype by environment	जनुक व पर्यावरण परिणाम	वातावरणानुसार जनुकीय प्रकार	a745e68e23374b48bbf4566b4959f4d1
0a5e181e271647c59780a8650756280b	interseeding	मधे पेरणी	आंतरमिश्रण	7d252926c13c4ca4b7f8e99ae5f472f7
48dce87ffb1b452fa7a5d9793b9c08fe	irrigation efficiency improvement	सिंचन कार्यक्षमता सुधारणा	सिंचन कार्यक्षमता हुदरावना	a1af0095e1494b04a2e9db704e4a2a71
823e3044dfaa4cbe8ca08cb9a0f22d4a	crop yield improvement	पीक उत्पादन सुधारणा	पिकांहा उत्पन्न हुदरावनु	8db48c19c0564d12a5dc95b7292e0bb9
09ea2f574fa44d188fbacfa12bad6c24	crop rotation management	पीक फेरपालट व्यवस्थापन	पिक फेरपालट व्यवस्थापन	ce3a621095554a52825e7d7b9460816d
00f99e8d078c4752a9f002beb239a372	crop nutrition	पीक पोषण	पिकांहां पोषण	ef4d2d0d4ab3420d88caec06aa8be5a9
426a9a1f12a94f5ea81182a71cc1a57c	micro-irrigation system	सूक्ष्म सिंचन प्रणाली	सूक्ष्म सिंचन प्रणाली	f62fa1d3307440e78a6d0d0f91562d31
72f2a25fc0f144d89e20d3cdbe0113c3	crop pest interaction	पीक आणि कीटक परस्पर क्रिया	पिकांहां किडींही आरी क्रिया	3ebc685d99e144009efc71c1590ab7f5
07b2d74e13ca44f7bd609ee770889f69	blue-green algae	निळा-हिरवा शैवाल	निली - हिरवी हेवली	03f4cbd254224872849dcde25e89cb4f
81eaa8dd19014a67a890452c6c1d6284	biological spectrum	जैविक कार्यक्षेत्र	जैविक वर्णक्रम	dd27dd3bf61f4242be4449cf70a9f296
ac11a4c9817f416f9131a0ead7b272f9	bioenergy production	जैव उर्जा उत्पादन	जैव ऊर्जा उत्पादन	568928f7d331445abd84283033ea315c
36436f620f6e452d95f1ecc92e1c4a71	biosafety	जैवसुरक्षा	जैव सुरक्षा	2c810d444fea4d5cae5ab3a5f417083e
dedc8aebd33743ae80b1efc5119a6882	bioherbicide formulation	जैवतणनाशक सूत्रीकरण	जैव तणनाशक मिश्रण	7323c597153f40b9985e480840db54fc
7f1ebb281aea44808ac41e9c72ff996b	biofilm formation	जैवचित्र तयार होणे	बायोफिल्म निर्मिती	6306174c8fca43eaaaeb7f275bb23d74
60f57a7ef787428e82f9490e38d4ef99	biodynamic agriculture	बायोडायनॅमिक शेती	जैवगतिक खेती	cae983b0e81f48f980f59ba405300bcb
842a25554cca4889a5a59cb0feacb5d6	biotech cotton	जनुकीय तंत्रज्ञानाचा अंतर्भाव असलेली कपाशी	बायोटेक कोपाश्या	18ac6967fc254609bad9e015c582f035
1f1808c822194cb4a744697ccafc2462	biotechnology	जैवतंत्रज्ञान	जैव तंत्रज्ञान	8fe524fa9c59429294ed9d031b62d540
6d53e11227c84c82b7ab81639e67a1a8	biofuel production	जैव इंधन उत्पादन	जैव इंधन उत्पादन	c652e7a7fe184c40829b5040604159dd
bef21ed38d3942d7b273ae99d40f537d	biological soil crust	जैविक माती कवच	जैविक मृद कवच	41e21fd6331941babe8b27d92bfbe503
2130ea9f263b4bbabc6222566f0dc613	biotic stress mitigation	जैविक ताण कमी करणे	जैविक ताण कमी केनू	f75f701ebfd3468dbd0e07ac55eeef9d
cb522d9790774665bee60442a740fd54	controlled pollination	नियंत्रीत परागीकरण	नियंत्रित परागीकरण	8dfc73234bbb4d368153abf9f4b6c6e9
235e5f94fde845edb230c27dabc425ae	biodegradable waste	जैवविघटनशील कचरा	जैवविघटनशील कचरा	62d60190fbc841f58a383fde02c6aa95
459d2bcf340a488eb0234cd564f893af	bioengineering	जैव अभियांत्रिकी	जैव अभियांत्रिकी	375bc805181445aaa579653bf0fda7e9
ce968e8c8b1b4efba9941462f73e870d	bioreactor	जैविक अभिक्रिया पात्र	जैवप्रतिक्रिया	0848eb2b09bd448abdacdae36a3de8b9
e8350fb223ab4203b9045b1d320ecafe	bioefficacy	जैवपरीणामकारकता	जैविक परिणामकारकता	5bc9ddc0aa354c2fb01bcf1278f57e76
d5b8ea9808fb490b88fb27265d2dbb87	biointensive ipm	जैव-गहन एकात्मिक कीटक व्यवस्थापन	जैव केंद्रित किटक नियंत्रण	f34bd49d69ab44dba0d7040c083409b3
e66ee660e64142f3aa5d5e8e9d298732	bioenergy crops	जैवऊर्जा पीक	जैव ऊर्जा पिक	262f7c8d55904b698d2f2eeb89ba25d6
b41efcdd324c42beb1d2875d391e08b5	biostimulants	बायोस्टिम्युलंट्स (जैविक उत्तेजक)	जैव उत्तेजक	fb6f6716ced84e6aa8354f59ea9f9b7e
63fefb1d1e434e4395f26e6e3a19ec0b	blockchain traceability in agriculture	कृषीतील ब्लॉकचेन ट्रेसबिलिटी	खेतीमे ब्लॉकचेन ट्रेसिंग	b9d09002f4814fec9ca4782f7b1871a9
8c89546bdc28436681d1e5bcc6ea7f5b	bioinoculant	जैव लावण	जैव संवर्धक	6b0ab616904e405286c4f7eabef48414
0496b3f07ad144a5940e9f8ac20cf5e5	controlled-environment agriculture	नियंत्रित पर्यावरणीय शेती	नियंत्रित वातावरण खेती	14e1a39bbd5440ae9b39fc0794004760
878efa2abbe94c77937975e872c19a74	controlled traffic farming	नियंत्रित वाहतूक शेती	नियंत्रित वाहतूक खेती	891b2021f13f47feac94df96e79e6dda
ffab20b85718497c934ecc0b442330ab	biostimulant application timing	जैव उत्तेजर वापरण्याची वेळ	जैव उत्तेजक वापरूलो येळ	7f0f6268d9994ac09080719f691ec4f4
7bb9fc1d89ee419bbf5bee2298d33890	controlled-release fertilizer	नियंत्रित-विमोचन खत	नियंत्रित विमोचन खत	fe19a61f16a24c068ffa21666d9a7b81
7096e89d00224971aaeefa5b1b739047	biofertilizer inoculant	जैविक खतांमधील सजीव घटक	जैवखत इनोक्युलंट	5ec84388318f469ebde30b7a570a1d94
97cc59f91af24c1a8adb53a844fdc68c	biotechnological advances	जैवतंत्रज्ञान प्रगती	जैव तंत्रज्ञान प्रगती	e2897f334e1c4f3789aae3a0ec76f901
125e2e27ab6f4d12b6922a67d2dbab4d	biological pest control	जैविक कीड नियंत्रण	जैविक कीड नियंत्रण	44ee357100034237a2bc76a3922437ba
0f5a4f5a92f24d88bf7fc648f3a3c21b	blockchain in agriculture	कृषीमध्ये ब्लॉकचेन	खेतीम ब्लॉकचेन	1abdb625db524ff5ae5ec7630c14c459
55e547a461344b85b68aee99980ce73d	biostimulant	जैव उत्तेजक	जैव उत्तेजक	4e70ad8022a8473daa0b3d932ccedab0
87187d7e03c343aba8bb2335582480fe	biodynamic farming	जमिनीला एक जिवंत सजीव मानून केलेली शेती	जैवगतिक खेती	23ac738482d44f9faad7f3ed8d7ea1db
13b943845fdf40ceb311557ad459ca43	blight	ब्लाईट	करपा	727b8a0cb58844aeb344e2f68e9c1a52
06285c27ecf24bb5a2b4dcaa61608cf1	bioprospecting	जैवपूर्वेक्षण	जैवसंशोधन	a257402d2a6b4ce0b9bf3799f34e42d1
a3299f54d5754254873cfff7a5908d0f	biotechnological innovations in agriculture	कृषीमधील जैवतंत्रज्ञान नवकल्पना	खेतीम जैव तंत्रज्ञान नविनता	e048b8d871074ff8975387fc4c32fd09
a92c8705f3664ee78184289d23e538d9	biotechnology crops	जैवतंत्रज्ञान पिके	जैव तंत्रज्ञान पिक	d22bfaab2fac44149a1520c724167a27
a722209eabad459da9b295816a267c07	black rot	काळा कुज	काजळी रोग	e3cfc6603fab4e50a352aa46aade8875
330570ac9d7a4f7897a8ef08bde620de	blossom end rot	ब्लॉसम-एंड रॉट	फुले मोयना	f70d9ef380ed4df7911e3634381581e2
25b7539419734d91b307ff9a841aeeed	biomass allocation	जैवभार वाटप	जैवभार वाटप	a067dbbb4e4343a6bba7369c294c2894
5cea84e841eb4c559dfc5147c263a30e	biomass yield	जैवभार उत्पादन	जैवभार उत्पन्न	312d85e12bb244f2b95d12d9489cc73f
d70636cf9cb446da9dc0f456aeb06f95	biodrainage tree	जैवनिस्सारण झाडे	जैव निचरा झाड	d6f414a8aa454706bbd3f7359107e95f
54fb2dff821b42788eb9269669757307	biotechnology in agriculture	कृषीमध्ये जैवतंत्रज्ञान	खेतीम जैव तंत्रज्ञान	4cef43008dc944d3b4df26366d05c297
c029dbb2119e4b5aa7d6d89b92b6dcdb	bioenergy	बायोएनर्जी (जैविक ऊर्जा)	जैव ऊर्जा	d97afd54e4db4051aa307a02678a03f7
36db60069bdc4ff1af1406c0cb26bdd2	biointensive ipm	जैव-तीव्र एकात्मिक कीड व्यवस्थापन	जैव केंद्रित किटक नियंत्रण	3e6e60805a934ef49b3bc07840f51664
4fcfbf552a2c4257aaed4af3a51aed3d	biological seed treatment	जैविक बियाणे प्रक्रिया	जैविक बीज प्रक्रिया	6ab9d90044e0475ea66484bc3f1fa290
b931991498524b7db30600370dd5cc27	blue beetle	निळा भुंगा	निली भुंगा	5d8fa1315ae440ff90792566b73f99a2
889a6163223b42bc9ee41e2b4dbf8057	biomass accumulation	बायोमास संचय	जैवभार संचय	57a35c979a47469cb940ef30a97c5312
22adb15e781c4954949bca02f0e4ef8b	black fly	काळी माशी	काली माखी	cb48e694a19d40d596323a1ae1469753
fdd62e9e0a7f4303a933cfc43722b39b	biodiversity in agriculture	कृषीत जैवविविधता	खेतीमेने जैवविविधता	d2bd5b3a46f549d59a1f04078defa87f
e46c0ec9b91440c1a9ea4928d5f109c8	biological crop protection	जैविक पीक संरक्षण	जैविक पिक संरक्षण	aa1b6702d2004cb8b689681dc002c22b
9b69c9d6d37f4473a30ade09cdaa435a	biomass energy	बायोमास ऊर्जा	जैवभार ऊर्जा	9d2c11ca59064d1caafe8e2717b194c8
c2b5d9c8a1da47abae26cf8f9e3babf0	bioethics	जैवनैतिकता	जैविक नीतिशास्त्र	06ce8377665349118346faf538bbe489
207fee5a534041ee8e5525ab6d97568b	bioremediation	जैवशुद्धीकरण	जैवशुद्धीकरण	41da014620734314a5dce45cd17cff9c
872a167fd90d49d5b53a662c98f907cd	black pepper quick wilt	काळीमीरी मर	काली मिरी झटपट मर	fe8c43c5ca2a462a8291ccfe2c12d087
aad2550633c84f92bb1add721fefac7e	biofumigation	जैविक धुरीकरण	जैव धुरीकरण	a0d71c3b3bec401987ae00a8f01f02c7
37215a5b95e04621904265829139bd94	boll formation	बोंड तयार होणे	बोंड तयार वेहे	dc4f49bda948427280fc6c3b787e9afe
35c10749ea9c430dad4f55f64a2e08fb	biointensive pest management	जैव सघन कीड व्यवस्थापन	जैव केंद्रित किड व्यवस्थापन	2694a4be504f494da9b0fcdf8b6de029
fa3bff5edd474548ad9a39380f3d419a	biosecurity measure	जैवसुरक्षा उपाय	जैव सुरक्षा उपाय	ae5aa01189a2460290ed83da925ef9a0
04916f0bd7064d89a6b0344d199678d5	biofertilizer consortium	जैवखत समूह	जैविक खत संघ	04bdd2fede62401bab92f1b3318a460b
df32be7348644a2092fed755de6fd02d	biological control of pests	जैव कीड नियंत्रण	किडीही जैविक नियंत्रण	7e415e0d64654516a45b00bddd8889c5
dd92aee8432844f59e23b95be927e6de	biofilm in irrigation	सिंचनामध्ये बायोफिल्म (जैविक चित्रपटाचा थर)	सिंचनामेने बायोफिल्म	96aaf52ada8845f2b66092e22c342686
0d5ef5fcde2c44f6aa796bfa6cb90b52	controlled release fertilizer	नियंत्रित विरघळणारे खत	नियंत्रित विमोचन खत	be87bc77340b433bbdb4963bba5ff513
c0aaec2891984791b8f12626f7c4eb67	biomass	वनस्पती झाडे पीके व शैवाल यापासुन निर्माण होणारा सेंद्रीय पदार्थ	जैवभार	4c2d319211b44cb1bb14b0a558b5810c
155ed820e71f4137866cb74baf10fc7b	biopriming	जैव अंकुरण उपचार	बायोप्राइमिग	07289199e9dd4da1b8894a4537a3c7b3
9ff19b0d999242ab8d846ee798db1e97	biogas plant	बायोगॅस संयंत्र	बायोगॅस संयंत्र	77f1c9cf981e4273a991b0f8f51f430c
4fe91fa5f8e74d0e9f8cc4df3609e37f	biological soil amendments	जैविक मृदा सुधारक	जैविक मृदा सुधारक	c8c65f1e2e854d6ca7bfa5840affa2f5
8a9f191c670d46a08f3ce051eb30f601	biodegradable seed coating	जैवविघटनशील बियाणे आवरण	जैवविघटनशील बियाणे आवरण	f96252dcb61845d8976b3d12b7c807ab
bd5bb85047364496b2be4a8362d5dd59	biopesticide	जैविक कीटकनाशक	जैविक कीडनाशक	446d53671ddf4125b50e8610a6368148
36eb4f856a6549b39550c64aec717457	bitter gourd downy mildew	कारल्यावरील केवडा	कोला रोग	5bac5802bc1b4677872929a364be1f3f
cc41ebe1e6494f6a9707c3b6793ae930	biogas production	बायोगॅस उत्पादन	बायोगॅस उत्पादन	f1a5e9c9a2ee485db5c476d4acda6192
edfce0a3a3b34c18bd83c47f54347787	biomass estimation	जैवभार अंदाज	जैवभार अंदाज	a5456b7d729d4fe5b05af3dd6db2a025
3ae31d39222c499280c28462a38b78d7	bioindicator	जैव निर्देशक	जैवसंकेतक	6baad071a6d546d3843191191f8a5683
c09d10a6923a426cb9e530509fe5ae0c	black pepper leaf blight	काळी मिरीवरील पानांचा करपा	काली मिरी पाने मर रोग	b7f4527911284005ae4f662d8f1b5d32
1fbac85ce0d04bf186f9f883b1c54a94	biotechnological crops	जैवप्रविधी आधारित पीक	जैव तंत्रज्ञान पिक	d937a8faa3824a53b3c2f0bae2079b4d
b8256440bae34aeebd072b84a65612a7	biopesticide carrier	जैव कीटकनाशक वाहक	जैविक कीडनाशक वाहक	1e52a715f6ef4cbf976fa8ce8162b1f4
